Id,Character,MeanLong,JlptLevel,Meaning,StrokeCount,Freq,AllRebs
38156,礼,Cũng như chữ lễ [禮].##Giản thể của chữ [禮].,N3,LỄ,5,1185,ライ レイ
38157,簾,"Bức rèm,cái mành mành. Ngày xưa vua còn bé thì mẹ vua thì mẹ vua buông mành sử việc triều chính gọi là thùy liêm [垂簾],vua lớn lên,giao trả lại việc triều chính gọi là triệt liêm [撤簾].##Các quan đồng khảo thi hương thi hội gọi là liêm quan [簾官],chức giữ việc chấm văn gọi là nội liêm [內簾],chức giữ việc thu giữ quyển thì gọi là ngoại liêm [外簾].##Dị dạng của chữ [帘].,LIÊM",N1,,19,7151,レン | す すだれ
38158,練,"Lụa mềm nhuyễn và trắng nõn.##Nấu tơ tằm sống cho chín và trắng tinh. Như luyện ti [練絲] luyện tơ.##Duyệt lịch. Như lịch luyện [歷練] luyện tập đã nhiều,từng quen.##Luyện tập. Như huấn luyện [訓練] luyện tập,luyện vũ [練武] luyện võ,v.v.##Luyện,học tập hay làm gì mà đã tinh tường lắm đều gọi là luyện. Như am luyện [諳練] đã quen,đã tinh lắm.##Kén chọn.##Tế tiểu tướng gọi là luyện.",N2,LUYỆN,14,788,レン | ねり ねる
38159,篭,"seclude oneself,cage,coop,implied,",N1,,16,2237,ル ロウ | かご こむ こめる こもる
38160,禄,Cũng như chữ lộc [祿].##Giản thể của chữ [祿].,N1,LỘC,12,2126,ロク | さいわい ふち
38161,碗,"Tục dùng như chữ oản [盌].,OẢN",N1,,13,7152,ワン | こばち
38162,竸,"Tục dùng như chữ cạnh [競].,CẠNH",N1,,22,7153,キョウ ケイ | きそう くらべる せる
38163,甸,"Khu,cõi. Vùng quanh thành của nhà vua cách 500 dặm gọi là điện.##Thuế điện,một thứ thuế ruộng ngày xưa.##Trị cho yên ([治]).##Tên chức quan coi về việc ruộng nương.##Một âm là điền. Săn bắn.,ĐIỆN, ĐIỀN",N1,,7,7154,テン デン | かり
38164,簒,"Tục dùng như chữ soán [篡].,SOÁN",N1,,17,7155,サン セン | うばう
38165,竒,"strange,strangeness,curiosity,",N1,,9,7156,キ | あやしい くしき くしくも めずらしい
38166,罹,"Lo.##Gặp,mắc,người bị mắc hoạn nạn gọi là li. Ta quen đọc là chữ duy.,LI, DUY",N1,,16,7157,ラ リ | かかる
38167,畋,"Làm ruộng.##Săn bắn. Như điền liệp [畋獵] săn bắn.,ĐIỀN",N1,,9,7158,テン デン | かり
38168,盜,"Kẻ trộm,kẻ cắp. Ngày xưa gọi kẻ cướp kẻ trộm là đạo cả,bây giờ thì gọi kẻ cướp là đạo [盜],kẻ trộm là tặc [賊].##Ăn trộm ăn cắp,cái gì không phải của mình mà mình lấy đều gọi là đạo cả.##Tự thủ lợi ngầm.,ĐẠO",N1,,12,7159,トウ | ぬすむ
38169,獪,"Giảo quái [狡獪] kẻ quỷ quyệt.,QUÁI",N1,,16,7160,カイ | わるがしこい
38170,獰,"Tranh nanh [猙獰] dữ tợn (mặt mũi dữ tợn).,NANH",N1,,17,7161,ドウ ネイ | わるい
38171,獸,"Giống muông (giống có bốn chân).,THÚ",N1,,19,7162,ジュウ | けだもの けもの
38172,獵,"Điền liệp [田獵] săn bắn.##Liệp liệp [獵獵] gió vù vù. Đặng Trần Côn [鄧陳琨] : Liệp liệp tinh kỳ hề xuất tái sầu,Huyên huyên tiêu cổ hề từ gia oán [獵獵旌旗兮出塞愁,喧喧簫鼓兮辭家怨] (Chinh Phụ ngâm [征婦吟]) Cờ tinh cờ kì bay rộn ràng,giục lòng sầu ra ải,Tiếng sáo tiếng trống inh ỏi,lẫn tiếng oán lìa nhà. Đoàn Thị Điểm dịch thơ : Bóng cờ tiếng trống xa xa,Sầu lên ngọn ải,oán ra cửa phòng.,LIỆP",N1,,18,7163,リョウ レフ | かる かり
38173,獻,"Dâng biếu. Thiền Uyển Tập Anh [禪苑集英] : Long Nữ hiến châu thành Phật quả [龍女獻珠成佛果] (Viên Chiếu Thiền sư [圓照禪師]) Long Nữ dâng châu thành Phật quả.##Người hiền. Như văn hiến [文獻] sách vở văn chương của một đời nào hay của một người hiền nào còn lại để cho người xem mà biết được chuyện cũ.,HIẾN",N1,,20,7164,ケン コン | たてまつる
38174,獺,"Con rái cá,giống ở bể lông dài mà mượt,dùng làm áo rét rất quý,cũng có giống ở ao chuôm.##Thát tế [獺祭] nói nhà văn sĩ bầy văn bài đầy cả bàn để tìm lấy tài liệu làm văn như con rái cá nó tế cá vậy.,THÁT",N1,,19,7165,タツ ダツ | うそ かわ かわうそ
38175,珈,"Đồ trang sức trên đầu phụ nữ thời xưa (thủ sức [首飾]).,GIÀ",N1,,9,7166,カ | かみかざり
38176,玳,"Đại mội [玳瑁] con đồi mồi.,ĐẠI",N1,,9,7167,タイ | たいまい
38177,珎,"precious,valuable,rare,",N1,,9,7168,チン | たから めずらしい
38178,玻,"Pha lê [玻璃] ngọc pha lê.##Thứ thủy tinh lọc trong cũng gọi là pha lê.,PHA",N1,,9,7169,ハ
38179,珀,"Hổ phách [琥珀] hổ phách.,PHÁCH",N1,,9,7170,ハク
38180,珥,"Vòng đeo tai.##Cắm cái gì ở trên mũ ở kẽ tai cũng gọi là nhị. Như các quan hầu vua nhà Hán bên mũ đều cắm đuôi con điêu để làm đồ trang sức gọi là điêu nhị [貂珥]. Các quan ngự sử thường giắt bút vào mái tai để tiện ghi chép gọi là nhị bút [珥筆],v.v.,NHỊ",N1,,10,7171,ジ | みみだま
38181,珮,"Tục dùng như chữ bội [佩].,BỘI",N1,,10,7172,ハイ | おびだま
38182,珞,"Anh lạc [瓔珞] chuỗi ngọc,lấy ngọc châu xâu từng chuỗi đeo vào cổ cho đẹp gọi là anh lạc.,LẠC",N1,,10,7173,ラク
38183,璢,"Cũng như chữ lưu [琉].,LƯU",N1,,16,7174,リュウ ル
38184,琅,"Lang can [琅玕] ngọc lang can. Nguyễn Trãi [阮薦] : Linh lung sắc ánh bích lang can [玲瓏色映碧[琅玕] (Đề thạch trúc oa [題石竹窩]) Sắc long lanh ánh lên như ngọc lang can màu xanh biếc.  Lâm lang [琳琅] tiếng ngọc.,LANG",N1,,11,7175,ロウ
38185,瑯,"Tục dùng như chữ lang [琅].,LANG",N1,,14,7176,ロウ
38186,琥,"Chạm đục hòn ngọc ra hình con hổ,ngày xưa dùng để cúng tế.##Hổ phách [琥珀] hổ phách,một thứ khoáng chất,màu vàng trong suốt,óng ánh rất đẹp.,HỔ",N1,,12,7177,コ
38187,珸,"jewel,",N1,,11,7178,ゴ
38188,琲,"Năm trăm hạt châu gọi là một bội,mười chuỗi hạt châu gọi là một bội.,BỘI",N1,,12,7179,ハイ | つらぬく
38189,琺,"Pháp lang [琺瑯] (Fnamel) men,một thứ nguyên liệu lấy ở mỏ ra,giống như pha lê,đun chảy ra để mạ đồ cho đẹp và khỏi rỉ.##Dị dạng của chữ 珐,PHÁP",N1,,12,7180,ホウ
38190,瑕,"Vết ngọc. Điều lầm lỗi của người ta gọi là hà tì [瑕疵].,HÀ",N1,,13,7181,カ | あら きず なんぞ
38191,琿,"Một thứ ngọc đẹp.##Hồn Xuân [琿春] tên đất.,HỒN",N1,,13,7182,コン
38192,瑟,"Cái đàn sắt. Thứ đàn có 25 dây.##Sắt sắt [瑟瑟] tiếng gió san sát.,SẮT",N1,,13,7183,シツ | おおごと
38193,瑙,"Mã não [瑪瑙] một chất báu lấy ở mỏ ra,dùng làm đồ trang sức đẹp.,NÃO",N1,,13,7184,ノウ
38194,瑁,"Ngọc mạo,vua thiên tử cầm để hội họp chư hầu.##Một âm là mội. Đại mội [玳瑁] con đồi mồi.,MẠO, MỘI",N1,,13,7185,バイ ボウ マイ モウ
38195,瑜,"Cẩn du [瑾瑜] một thứ ngọc đẹp.##Trong hòn ngọc chỗ nào trong suốt đẹp nhất gọi là du,vì thế nên sự vật gì vừa có tốt vừa có xấu gọi là hà du bất yểm [瑕瑜不掩].##Du già [瑜伽] tiếng Phạn (yoga); nghĩa là ngồi yên lặng nghĩ,chứng được sức thần bí mật để trừ ma chứng đạo,cứu khắp chúng sinh.##Du già tăng [瑜伽僧] sư đi cúng đám.,DU",N1,,13,7186,ユ
38196,瑩,"Một thứ đá đẹp như ngọc.##Trong suốt.##Tâm địa sáng sủa.,OÁNH",N1,,15,7187,エイ
38197,瑰,"Một thứ đá dẹp kém ngọc.##Quý lạ. Như côi kì [瑰奇] hay côi vĩ [瑰瑋] đều nghĩa là quý báu lạ lùng cả.##Mai côi [玟瑰] một thứ ngọc đỏ.##Ta quen đọc là chữ khôi cả.,CÔI, KHÔI",N1,,14,7188,カイ | たま めずらしい
38198,瑣,"Vụn vặt,mọn mạy,lẫn lộn.##Bỉ ổi,bỉ lậu.##Cùng nghĩa với chữ tỏa [鎖].##Tiếng ngọc kêu bé.##Chạm lọng.##Sổ chép.,TỎA",N1,,14,7189,サ | くさり ちいさい
38199,瑪,"Mã não [瑪瑙] một chất báu lấy ở mỏ ra,dùng làm đồ trang sức đẹp.,MÃ",N1,,14,7190,バ メ
38200,瑶,Giản thể của chữ [瑤].,N1,DAO,13,7191,ヨウ | たま
38201,瑾,"Một thứ ngọc đẹp.,CẨN",N1,,15,7192,キン
38202,璋,"Hòn ngọc đẽo phẳng gọi là khuê [圭],xẻ đôi lấy một nửa gọi là chương [璋]. Kinh Thi có câu : Nãi sinh nam tử,tái lộng chi chương [乃生男子載弄之璋] bèn đẻ con trai,cho chơi ngọc chương. Vì thế mừng ai đẻ con trai thì gọi là lộng chương chi hỉ [弄璋之喜].,CHƯƠNG",N1,,15,7193,ショウ
38203,璞,"Ngọc ở trong đá.##Chân thực.,PHÁC",N1,,16,7194,ハク | あらたま
38204,璧,"Ngọc bích. Nguyễn Du [阮攸] : Hoàng kim bách dật,bích bách song [黃金百鎰璧百雙] (Tô Tần đình [蘇秦亭]) Hoàng kim trăm dật,ngọc bích trăm đôi.##Đời xưa chia ra làm năm tước,mỗi tước được cầm một thứ bích. Như tước tử thì cầm cốc bích [穀璧],tước nam cầm bồ bích [蒲璧],v.v.##Trả lại. Như bích tạ [璧謝],bích hoàn [璧還] đều nghĩa là trả lại nguyên vẹn.,BÍCH",N1,,18,7195,ヘキ | たま
38205,瓊,"Ngọc quỳnh.##Minh quỳnh [明瓊] một thứ trò chơi ngày xưa.##Tên gọi khác của đảo Hải Nam [海南],Trung quốc.,QUỲNH",N1,,18,7196,ケイ | たま
38206,瓏,"Linh lung [玲瓏] tiếng ngọc kêu.##Bóng lộn,đồ gì làm khéo léo gọi là linh lung [玲瓏]. Nguyễn Trãi [阮薦] : Linh lung sắc ánh bích lang can [玲瓏色映碧[琅玕] (Đề thạch trúc oa [題石竹窩]) Sắc long lanh ánh lên như ngọc lang can màu xanh biếc.,LUNG",N1,,20,7197,ロウ
38207,瓔,"Anh lạc [瓔珞] chuỗi ngọc,lấy ngọc châu xâu từng chuỗi đeo vào cổ cho đẹp gọi là anh lạc.,ANH",N1,,21,7198,エイ ヨウ
38208,珱,"a necklace made of precious stones,",N1,,10,7199,エイ ヨウ
38209,瓠,"Bầu. Một giống dây như dưa có quả dài như quả bầu,lúc lớn ăn hết ruộc,còn vỏ dùng làm cái lọ đựng nước được.##Một âm là hoạch. Hoạch lạc [瓠落] cũng như khuếch lạc [廓落] trống rỗng,vô dụng. Trang Tử [莊子] : Phẫu chi dĩ vi biều,tắc hoạch lạc vô sở dung [剖之以為瓢，則瓠落無所容] (Tiêu dao du [逍遙遊]) bổ nó ra làm cái bầu thì mảnh vỏ không đựng được vật gì.,HỒ, HOẠCH",N1,,12,7200,カク コ | ひさご
38210,瓣,"Những chỗ trong quả dưa có nhiều hạt nó châu lại với nhau gọi là biện.##Cánh hoa.##Múi quả.##Biện hương [瓣香] kính trọng,kính mộ.,BIỆN",N1,,20,7201,ヘン ベン | あらそう はなびら わける わきまえる
38211,瓧,"10 grams,(kokuji),",N1,,7,7202,デカグラム
38212,瓩,"kilogram,1000 grams,(kokuji),",N1,,8,7203,キログラム
38213,瓮,"Như chữ úng [甕],cái vò,cái hũ. Nguyễn Trãi [阮廌] : Úng thuật lũ khuynh mưu phụ tửu [瓮秫屢傾謀婦酒] (Thứ  vận Hoàng môn thị lang [次韻黃門侍郎]) Hũ rượu nếp dốc uống luôn,nhờ vợ mưu toan.,ÚNG",N1,,9,7204,オウ | もたい
38214,瓲,"tonne,1000 kilograms,",N1,,9,7205,トン
38215,瓰,"decigram,(kokuji),",N1,,9,7206,デシグラム
38216,瓱,"milligram,(kokuji),",N1,,9,7207,ミリグラム
38217,瓸,"hectogram,100 grams,(kokuji),",N1,,11,7208,ヘクトグラム
38218,瓷,"Đồ sứ.,TỪ",N1,,11,7209,シ | かめ
38219,甄,"Thợ gốm. Như chân đào [甄陶] nặn đúc,dạy dỗ gây dựng nên nhân tài,cũng gọi là chân đào.##Soi xét,phân biệt. Như chân bạt [甄拔],chân biệt [甄別] đều nghĩa là phân biệt hơn kém mà tiến cử lên vậy.##Nêu tỏ.##Sáng.##Tên một thế trận.##Một âm là chấn. Tiếng chuông dê.,CHÂN, CHẤN",N1,,14,7210,ケン シン | すえ
38220,甃,"floor tile,",N1,,14,7211,シュウ | いしだたみ しきがわら
38221,甅,"centigram,(kokuji),",N1,,14,7212,センチグラム
38222,甌,"Cái âu,cái bồn,cái chén. Nguyễn Trãi [阮廌] : Tâm thanh hoạt thủy nhất âu trà [心清活水一甌茶] (Mạn hứng [漫興]) Sạch lòng,một ấm trà pha nước suối.##Tên đất.,ÂU",N1,,16,7213,オウ | かめ はち ほとぎ
38223,甎,"Gạch đã nung chín.,CHUYÊN",N1,,16,7214,セン | かわら しきがわら
38224,甍,"Cái rui,đóng trên mái nhà để móc ngói vào.,MANH",N1,,15,7215,ボウ ミョウ | いらか
38225,甕,"Cái vò,cái hũ. Tô Triệt [蘇轍] : Tương bồng hộ úng dũ,vô sở bất khoái [將蓬戶甕牖,無所不快] (Hoàng Châu Khoái Tai đình kí [黃州快哉亭記) Dẫu có ở nhà lợp tranh,cửa sổ làm bằng vỏ hũ (đập bể) thì cũng không gì là không khoái.,ÚNG",N1,,18,2448,オウ | かめ みか
38226,甓,"Gạch to.,BÍCH",N1,,18,7216,ビャク ヘキ | かわら
38227,甞,"lick,lap up,burn up,taste,undergo,underrate,despise,",N1,,13,7217,ショウ ジョウ | かつて なめる
38228,甦,"Sống lại.,TÔ",N1,,12,2429,コウ ソ | よみがえる
38229,甬,"Dũng đạo [甬道] lối giữa,ngày xưa quan đi,đắp đường cao hơn hai bên gọi là dũng đạo.##Tên đất.,DŨNG",N1,,7,7218,ヨウ
38230,甼,"town,block,",N1,,7,7219,チョウ | まち
38231,畄,"fasten,halt,stop,",N1,,8,7220,リュウ ル | とまる とめる とどまる とどめる るうぶる
38232,畍,"circle,world,",N1,,9,7221,カイ | さかい
38233,畊,"Cũng như chữ canh [耕].,CANH",N1,,9,7222,キョウ コウ | たがやす
38234,畉,"till,cultivate,",N1,,9,7223,フ | たがやす
38235,畛,"Bờ ruộng.##Giới hạn.##Đến kêu bảo. Như chẩn ư quỷ thần [畛於鬼神] (Lễ Ký,[禮記]) khấn báo quỷ thần.,CHẨN",N1,,10,7224,シン | あぜ
38236,畆,"Tục dùng như chữ mẫu [畝].,MẪU",N1,,9,7225,ホ ボウ ム モ | うね せ
38237,畚,"Cái son,cái ky hốt đất.,BỔN",N1,,10,7226,ホン | ふご もっこ
38238,畩,"surplice,",N1,,11,7227,けさ
38239,畤,"festival grounds,",N1,,11,7228,シ ジ
38240,畧,"Cũng như chữ lược [略].,LƯỢC",N1,,11,7229,リャク | おかす おさめる はかる はかりごと はぶく ほぼ
38241,畫,"Vạch,vẽ. Bức tranh vẽ cũng gọi là họa.##Một âm là hoạch. Vạch,vạch cho biết đến đâu là một khu một cõi gọi là hoạch. Như phân cương hoạch giới [分疆畫界] vạch chia bờ cõi.##Ngăn trở. Như hoạch địa tự hạn [畫地自限] vạch đất tự ngăn,ý nói học vấn không cầu tiến bộ hơn,được chút đỉnh đã cho là đầy đủ.##Mưu kế. Như mưu hoạch [謀畫],kế hoạch [計畫],v.v.##Nét,nét ngang của chữ gọi là hoạch.,HỌA, HOẠCH",N1,,12,7230,エ ガ カイ カク | えがく かぎる かくする はかる はかりごと
38242,畭,"new field,",N1,,12,7231,シャ ヨ
38243,畸,"Số lẻ.##Ki nhân [畸人] người ẩn dật.,KI",N1,,13,7232,キ
38244,當,"Đang. Như đương thời [當時] đang bấy giờ,đương đại [當代] đương đời bấy giờ.##Gánh lấy,nhận lấy. Như đảm đương [擔當] đảm đang,thừa đương [承當] nhận lấy công việc,v.v.##Chủ nhiệm,chịu gánh. Như đương gia [當家] chịu gánh vác cả việc nhà,đương quốc [當國] chịu gánh vác cả việc nước,v.v.##Đương đương [當當] thiên tử đứng ngoảnh mặt về phương nam để hiệu lệnh chư hầu.##Đương đạo [當道],đương lộ [當路] các nhà cầm quyền.##Hợp,xứng đối,đương đối. Như tương đương [相當] cùng xứng nhau,ưng đương [應當] nên phải,v.v.##Chống giữ. Như nhất phu đương quan,vạn phu mạc khai [一夫當關,萬夫莫開] (Lý Bạch [李白]) một người chống giữ cửa ô,muôn người chẳng phá nổi.##Hầu. Như đương tịch [當夕] vợ cả vợ lẽ lần lượt ngủ hầu.##Ngăn che.##Một âm là đáng. Đích đáng,phải thế. Tô Triệt [蘇轍] : Trừ nhật đáng tảo quy,Quan sự nãi kiến lưu [除日當早歸,官事乃見留] (Hoàng Châu Khoái Tai đình kí [黃州快哉亭記) Ngày cuối năm,đáng lẽ về sớm,Mà vì việc quan phải ở lại.  Cầm,đợ,để đồ làm tin mà lấy tiền tiêu gọi là đáng.  Câu đáng [句當] người đến vai phải liệu biện công việc công. Cũng viết là [勾當]. Ta quen gọi là người câu đương.,ĐƯƠNG, ĐANG, ĐÁNG",N1,,13,7233,トウ | あたる あてる まさに
38245,疆,"Cõi. Không có hạn có ngần nào gọi là vô cương [無疆] không cùng,không ngần.##Vạch cõi,định rõ bờ cõi.,CƯƠNG",N1,,19,7234,キョウ | さかい
